filename, knife, pistol
knife_1187_jpg.rf.2522b8c4d79b9f87d789b359b5d1e90a.jpg, 1, 0
knife_2_jpg.rf.249da970a10d25710087719ff424dafe.jpg, 1, 0
armas--2615-_jpg.rf.24e4d6e636c6adc8716bb8131cc10ffa.jpg, 0, 1
armas--1139-_jpg.rf.2502c7dfab1ddaf8629f46f90bfd5f4d.jpg, 0, 1
armas--704-_jpg.rf.24d49ce721db149d32920d1f3162c1f0.jpg, 0, 1
armas--2057-_jpg.rf.24cb47ffb23997347b7460f7d25745ed.jpg, 0, 1
armas--532-_jpg.rf.2492ab28cbafbc8424cd80387702ea2f.jpg, 0, 1
armas--1614-_jpg.rf.24fb590584afba59cf3b0bccdb5262d3.jpg, 0, 1
knife_360_jpg.rf.24bf12359edf49089c1c3ffe9288dbc0.jpg, 1, 0
KravMagaKnifeDefenseTechniques155_jpg.rf.24e75558d6d84fa8fc581c4b0b1d1453.jpg, 1, 0
armas--1944-_jpg.rf.2531f9776763fb95ed57944db017d02a.jpg, 0, 1
knife_1248_jpg.rf.2569ad883bee0a24550a1e865247af6a.jpg, 1, 0
armas--962-_jpg.rf.2596ca32fda0cb5464178c0921c7cc1e.jpg, 0, 1
knife_323_jpg.rf.2572d2b8d2c7623d5540d2a0e76404af.jpg, 1, 0
armas--2124-_jpg.rf.255fdf4db98dbeb335497ec17f4e2431.jpg, 0, 1
DefenseKnifeAttack0059_jpg.rf.25d36d07e63ac8ad7ad85feddc980625.jpg, 1, 0
armas--900-_jpg.rf.24a242cd12c21cc75e487c2e015738ca.jpg, 0, 1
DSC_0059_JPG.rf.258799de32ab4e78175173599d578e79.jpg, 1, 0
armas--1640-_jpg.rf.259376bde48e697c0a2a68d306cb21ed.jpg, 0, 1
KravMagaKnifeDefenseTechniques192_jpg.rf.257f490e2d46835fe369955973415506.jpg, 1, 0
data--14-_jpg.rf.25a7bbe8a6275fd283e3026d3dc2c6d1.jpg, 1, 1
armas--89-_jpg.rf.2608e2a96a1690127f7f9e436700dac6.jpg, 0, 1
armas--104-_jpg.rf.254a714a8bcbbf03fce6fd9f8a202d63.jpg, 0, 1
knife_1096_jpg.rf.25ec330be8c3782a74f40bc778c98aeb.jpg, 1, 0
DefenseKnifeAttack0681_jpg.rf.25ddd621e4d10f04906bba155cee4130.jpg, 1, 0
armas--2080-_jpg.rf.25bca8981a10a923072cbb3a2ebc3998.jpg, 0, 1
armas--2327-_jpg.rf.26248339d300edfc24ce0250e80e48e8.jpg, 0, 1
KnifeDefenseKrav188_jpg.rf.261748743bf47c8db94437fd00e88b54.jpg, 1, 0
armas--2029-_jpg.rf.265bedca43a5f436744b187f58745b11.jpg, 0, 1
knife_815_jpg.rf.265a7d2522277c270d7113214ad1163b.jpg, 1, 0
KravMagaKnifeDefenseTechniques024_jpg.rf.261fa6d837501d4e22985986c37371e8.jpg, 1, 0
armas--2365-_jpg.rf.2610d8323b03af05157f56e8df1b623c.jpg, 0, 1
armas--1982-_jpg.rf.269b90e6b10a2ac01bd80995531db7ac.jpg, 0, 1
knifeDefenseTechnique108_jpg.rf.25e0d9f74fc021ea65ed16b865729ea2.jpg, 1, 0
armas--2406-_jpg.rf.25cc68acbafc1581ea97d299be988e74.jpg, 0, 1
armas--1375-_jpg.rf.2634680958af05dbc6d9e00b6c397cf3.jpg, 0, 1
knife_1297_jpg.rf.25f5b5ee1a312e209f11a69243626f9c.jpg, 1, 0
armas--715-_jpg.rf.267d9f6ecacc43618973ba2798f5f51a.jpg, 0, 1
armas--1852-_jpg.rf.266dd86e8d37a2b05d1a60c42bb614fc.jpg, 0, 1
armas--2873-_jpg.rf.26a97876e86ce1973870cb6c2a6977ea.jpg, 0, 1
armas--2838-_jpg.rf.2716993515ba2888ca0a6a88792fe426.jpg, 0, 1
armas--1768-_jpg.rf.26b7feae289a44ad4742e6a83ab47b95.jpg, 0, 1
armas--2858-_jpg.rf.26e722983933c0ed9ac6e95e6e33b46f.jpg, 0, 1
knife--30-_jpg.rf.273a62a5c6a8d9827a9624f578a2da2c.jpg, 1, 0
armas--2554-_jpg.rf.27652df8acbc6bb50371fcbef6d8d779.jpg, 0, 1
armas--1821-_jpg.rf.2753ae94b2c580fcb57fe375861b38cd.jpg, 0, 1
armas--724-_jpg.rf.2736c17c0277599f51d2041a7b0205e1.jpg, 0, 1
armas--2760-_jpg.rf.278c3e54e4031fd6c771ab7ed0146d4d.jpg, 0, 1
armas--1803-_jpg.rf.276901a026eddec7deedd6224ebfc7b2.jpg, 0, 1
armas--2893-_jpg.rf.281f410deddfdeea27149d33d8f66b1a.jpg, 0, 1
armas--1989-_jpg.rf.276139984bce4703604bd9abf77e7d6b.jpg, 0, 1
armas--1886-_jpg.rf.27cd0dfd3dd7c7df82738ebd52cda67a.jpg, 0, 1
armas--301-_jpg.rf.27f6354be336116557a7192d7dc90378.jpg, 0, 1
armas--1992-_jpg.rf.26fcd9b5328ab0cc4d0e4b96cfed06e5.jpg, 0, 1
armas--1851-_jpg.rf.28360b58539659c720dd3a06caa2afcb.jpg, 0, 1
knife_377_jpg.rf.27c3c1602df8807d8d5ef13c4daf722d.jpg, 1, 0
armas--1507-_jpg.rf.278fb657ec5ef2c1eaa4b4dc31b70cb1.jpg, 0, 1
DefenseKnifeAttack1007_jpg.rf.28ca67be2c9e385eca7a377ef7906a7f.jpg, 1, 0
armas--737-_jpg.rf.282252b5f967f2de2f11dddff23ee41b.jpg, 0, 1
knife_833_jpg.rf.28757a7da3e14e1103e936c195124bd7.jpg, 1, 0
armas--7-_jpg.rf.28bbd6e67f68e3067117b1f3cc152fe6.jpg, 0, 1
KravMagaTraining657_jpg.rf.282cab7ef1a196952ba6d30fc5d5f61c.jpg, 1, 0
armas--1386-_jpg.rf.2809ccb1887a3afc5f9c84a513a3c840.jpg, 0, 1
knife_170_jpg.rf.289141acbe00a414f20150980e4c63ba.jpg, 1, 0
knife_1139_jpg.rf.27400e0c0e2f0e660a07d84612ef804f.jpg, 1, 0
armas--2041-_jpg.rf.28f55075041d8064b3f8f654cf55705e.jpg, 0, 1
armas--1142-_jpg.rf.29307148562c6d10fed6aed6b9e5d92b.jpg, 0, 1
armas--1084-_jpg.rf.28dad0b5fce5d22be68e0cf9618cfff6.jpg, 0, 1
knife_981_jpg.rf.292dfc88d6665daa5ba09820cd6ea80c.jpg, 1, 0
knife_945_jpg.rf.28db477a185cdbe48dbbb3c9a4002259.jpg, 1, 0
armas--102-_jpg.rf.291ee77fa9e367134bdb5c77c48e4599.jpg, 0, 1
armas--2331-_jpg.rf.28dafa4898b8601bd26e465960dc1450.jpg, 0, 1
knife_1140_jpg.rf.287859f02ba7cafb04c2c89b65c63c61.jpg, 1, 0
DSC_0063_JPG.rf.293d6a7ce16cdcb11cc94fe986e2fba8.jpg, 1, 0
armas--163-_jpg.rf.27b3f4008164109c8e715657a10ceee0.jpg, 0, 1
KravMagaTraining548_jpg.rf.28d6b319b2c03dcce30cd11687feb369.jpg, 1, 0
armas--1931-_jpg.rf.2980627a87c53160cf561bbe137f889d.jpg, 0, 1
knife_172_jpg.rf.2960266033bb8fd2e2d28bab341bc4d1.jpg, 1, 0
KravMagaKnifeDefenseTechniques084_jpg.rf.294226aacd13009fbe54857ff6057d19.jpg, 1, 0
KravMagaTraining565_jpg.rf.2991020716c10d0f8dd7d7df91eca3be.jpg, 1, 0
knife--9-_jpg.rf.299c0e811a6bf340a06db2aa10229ef1.jpg, 1, 0
knife_93_jpg.rf.292ec8cfb341c9a28d8e03a198a661da.jpg, 1, 0
KravMagaKnifeDefenseTechniques626_jpg.rf.2959ae359ada42a082adadf58114d8fe.jpg, 1, 0
armas--1675-_jpg.rf.2987b4d237134862a3a55e3de79e5448.jpg, 0, 1
DefenseKnifeAttack0142_jpg.rf.297335b7ae917847196ef09119626324.jpg, 1, 0
KravMagaKnifeDefenseTechniques120_jpg.rf.29787cde3c609def82c79a8d2dd8f46b.jpg, 1, 0
armas--284-_jpg.rf.28ed6f86135ff03cbaf35333bad2a4d0.jpg, 0, 1
KravMagaTraining342_jpg.rf.29fe7cbeaa06044af026bffc2fadf08e.jpg, 1, 0
armas--2262-_jpg.rf.296d57166a7a9c17146be0c2a1250449.jpg, 0, 1
knife_1280_jpg.rf.2a1944904a601ac8aa60a44ed93ff500.jpg, 1, 0
armas--1153-_jpg.rf.2a03ac66850024afcb15282a46f29aae.jpg, 0, 1
armas--2976-_jpg.rf.29bc6200336275997bdba7a1a6e9828e.jpg, 0, 1
knife_1093_jpg.rf.299d6188e72863b82e3bc861bbdb5d58.jpg, 1, 0
armas--2301-_jpg.rf.29b21322ff5a2f9f3af953239e7bf133.jpg, 0, 1
KravMagaTraining566_jpg.rf.2a3b33b42748a4079222c4f544be7d2e.jpg, 1, 0
KravMagaTraining20623_jpg.rf.28779dda9ad6c86c7b3f0fc23dc31901.jpg, 1, 0
knife_1245_jpg.rf.2a1f43b6a19dc8343b87a1b6812e2a0c.jpg, 1, 0
KravMagaTraining690_jpg.rf.29bc45717346535c2031ab11f3187e48.jpg, 1, 0
knife_432_jpg.rf.29c388080ff9965157d00c9cdf8af3de.jpg, 1, 0
armas--1946-_jpg.rf.29f3bcc90d33335f67d15d42e1010ee8.jpg, 0, 1
armas--1260-_jpg.rf.2a3a67dca7efdb5b6e3760d1ef337129.jpg, 0, 1
armas--118-_jpg.rf.2ae398315bbb2a5cbe7a4175031c69fb.jpg, 0, 1
KravMagaTraining049_jpg.rf.2a91515d6339fc5e357d0cef0ac04b8f.jpg, 1, 0
armas--1199-_jpg.rf.2a62298f0bcfa1ffb51cd0bc9c18f75f.jpg, 0, 1
knife_242_jpg.rf.29aa4fe45fc44d05440a960288f31b92.jpg, 1, 0
armas--2623-_jpg.rf.2a5e17852c06e51d2969b2f1c0a1285f.jpg, 0, 1
knife_1171_jpg.rf.2a745cbe28f57dd88559de797f63416e.jpg, 1, 0
armas--923-_jpg.rf.2a9f198d6a947fa79d0202c60d283207.jpg, 0, 1
armas--2728-_jpg.rf.2b0090280888b0d3da71202ccd0c5ff8.jpg, 0, 1
knife_1135_jpg.rf.2ae051b5f9e15f1e8cdd077cb3a986b3.jpg, 1, 0
knife_541_jpg.rf.2ad233aa16d662d70efd196d3a70bff2.jpg, 1, 0
armas--2036-_jpg.rf.2a34f72707442ea5e1d9db7106ece228.jpg, 0, 1
knife--11-_jpg.rf.2a302cf43346b113eefbcecfb7c499ff.jpg, 1, 0
KravMagaKnifeDefenseTechniques416_jpg.rf.2a982e7304fa8b84d4aed829b82a65e8.jpg, 1, 0
knife_261_jpg.rf.2ae4e02e355cbc3d79e8a160e0e0cf83.jpg, 1, 0
armas--458-_jpg.rf.2a5796ee3d4301bd1320ba94617f0f4a.jpg, 0, 1
armas--1124-_jpg.rf.2b24d4890451bea2a0f52d6076bfa9b2.jpg, 0, 1
knife_526_jpg.rf.2b540da4cfa775c7dc2ac2d6aba69885.jpg, 1, 0
knife_22_jpg.rf.2b6e5f2f9a36ecfb17682118669ec930.jpg, 1, 0
armas--759-_jpg.rf.2b5065eea32120e039d4f11c82265045.jpg, 0, 1
armas--1079-_jpg.rf.2ba9f61dcf1dd11d64ea48b532f02cb7.jpg, 0, 1
knife_394_jpg.rf.2b039c232f9f35281faa865d1baf3bcd.jpg, 1, 0
RealityKnifeAttacks0176_jpg.rf.2ae3b8e4725b7bc1422c1b5fbffb9ef2.jpg, 1, 0
armas--594-_jpg.rf.2aea2c661d4ab4543ac2b863d4be8dbd.jpg, 0, 1
DefenseKnifeAttack1290_jpg.rf.2b318fb1543581a91149923e7be1396b.jpg, 1, 0
armas--2148-_jpg.rf.2b6a52516e2bf53ce1aa5dc8e2c2d30e.jpg, 0, 1
KravMagaTraining20833_jpg.rf.2bcad4156705f12793d995b19671eea3.jpg, 1, 0
armas--2770-_jpg.rf.2c0f2f901ff2638f6d0ef8b666997d8c.jpg, 0, 1
KravMagaKnifeDefenseTechniques201_jpg.rf.2b685d9213f12bf8c4e4b610cab2e40a.jpg, 1, 0
knife_1206_jpg.rf.2af6994d506f9a018a5698feb7fa034d.jpg, 1, 0
armas--2578-_jpg.rf.2c617e9033b500540e56902a6e57be65.jpg, 0, 1
armas--969-_jpg.rf.2b59d9d04b3101f76c30e4dab608d1e7.jpg, 0, 1
armas--2388-_jpg.rf.2c7a1bff48f92e1ed3dfb24ab2f3d2ac.jpg, 0, 1
knife_1048_jpg.rf.2b86a8d38d50642b16df3f5a6692f3be.jpg, 1, 0
armas--2461-_jpg.rf.2ca769007e4b2dcfc9f34a0fa5f44890.jpg, 0, 1
armas--756-_jpg.rf.2ca05fd60714b422a35a7e340e4d420c.jpg, 0, 1
armas--2807-_jpg.rf.2c62562c5bc14a9749aecca4bc9ba715.jpg, 0, 1
armas--1685-_jpg.rf.2b3a99c3b414ad8d29f35c43f4f2e4ce.jpg, 0, 1
armas--1236-_jpg.rf.2cdb2d747922a8f28c155b3a742324dd.jpg, 0, 1
knife_62_jpg.rf.2bfffa1788a7e1f743ebbdfd6a1649cc.jpg, 1, 0
knife_41_jpg.rf.2bf86b312d11b3a1475a529b80d4c680.jpg, 1, 0
armas--1895-_jpg.rf.2c891408efc583b6b5a5a32317843ce9.jpg, 0, 1
KravMagaKnifeDefenseTechniques730_jpg.rf.2c9cd5a1af53a1f2ede41e6c25f476e9.jpg, 1, 0
armas--1233-_jpg.rf.2d0d69b5fca0ccf9f3c1664ef9580397.jpg, 0, 1
KravMagaTraining20586_jpg.rf.2cfe6d00027fcd4c3741e2840b5cf733.jpg, 1, 0
armas--800-_jpg.rf.2cfc6f622471e4f79f0f8bc86c45b1fe.jpg, 0, 1
KravMagaTraining4189_jpg.rf.2d960ac39b14700031c8a82b696928cf.jpg, 1, 0
armas--2155-_jpg.rf.2bd52e5d88a405542bc6ea61f6b0d701.jpg, 0, 1
armas--2414-_jpg.rf.2d4dd8637c9b5c2850b1b3bdd728f224.jpg, 0, 1
armas--1010-_jpg.rf.2d21fdf45273adaf28bb85328ee62d1d.jpg, 0, 1
armas--471-_jpg.rf.2d309a8549909ed1d73ebc31da44c3f1.jpg, 0, 1
KravMagaKnifeDefenseTechniques189_jpg.rf.2df9682133c79fec08a36a13ed5af068.jpg, 1, 0
knife_534_jpg.rf.2d7cb0df082f70c3e4de69b0103d02ab.jpg, 1, 0
knife--46-_jpg.rf.2d67b89e73de9ea1897736f83ef58d0a.jpg, 1, 0
KravMagaTraining4618_jpg.rf.2dfe3ea47617f846c811aa7a96b9182a.jpg, 1, 0
armas--1001-_jpg.rf.2d974e6282914e67bcaa3df3349365e2.jpg, 0, 1
knife_424_jpg.rf.2d511c821ac3ba302f9423b9a8448769.jpg, 1, 0
armas--1098-_jpg.rf.2ded177e55bc4acb1c0e53da67957659.jpg, 0, 1
armas--2678-_jpg.rf.2da7cc9ea9e5b25a40f4e5b6c389a2ea.jpg, 0, 1
armas--2649-_jpg.rf.2e250c7d2df4685d238f57593c9335e5.jpg, 0, 1
armas--332-_jpg.rf.2d603a7b6514425dc8b113e714de483e.jpg, 0, 1
knife_1036_jpg.rf.2d7c8deb4f37890dffc491987eaabeaf.jpg, 1, 0
knife_304_jpg.rf.2e19e1ad9df59c0bfdd50bd363ed2a3d.jpg, 1, 0
knife_1034_jpg.rf.2d0fb5aa8069c54a4c88e0443aba636f.jpg, 1, 0
KravMagaKnifeDefenseTechniques223_jpg.rf.2e793b670ccfab1c2c7cfa164525df10.jpg, 1, 0
armas--2345-_jpg.rf.2e2ca0c0a510bed951ff240072c52d01.jpg, 0, 1
armas--620-_jpg.rf.2bab506d8d73e32733051c12a0c401ef.jpg, 0, 1
armas--896-_jpg.rf.2f1b3bf8fc09c156a2073f82a2a09e44.jpg, 0, 1
knife_1042_jpg.rf.2e8564c4066a0dccaa25144b5f7a9967.jpg, 1, 0
armas--625-_jpg.rf.2ee3e37e307b4c37713e5b68433da9e1.jpg, 0, 1
armas--2821-_jpg.rf.2e620ce5e6d40e9806c5fe28433833e7.jpg, 0, 1
KravMagaTraining20180_jpg.rf.2eaf28bc31dce6a4fb872d0b3dc1319d.jpg, 1, 0
armas--2356-_jpg.rf.2f709158f2d1609d3a1330203d7d5b4c.jpg, 0, 1
armas--539-_jpg.rf.2e51b0a9aba23dc7e1a00476dc59ae43.jpg, 0, 1
armas--2745-_jpg.rf.2f1a46cba78da928484dcf737f295f14.jpg, 0, 1
armas--305-_jpg.rf.2f6812af4d63ee8753a058975b5462c4.jpg, 0, 1
armas--1791-_jpg.rf.2e95e0c4d2b90a1ce75db1a9b52fe8d8.jpg, 0, 1
KravMagaKnifeDefenseTechniques775_jpg.rf.2e361bffaacabca9293b50e628109351.jpg, 1, 0
armas--2158-_jpg.rf.2f2859ab48615e0cbdfd3603ad6302bf.jpg, 0, 1
KravMagaKnifeDefenseTechniques179_jpg.rf.2f96a6fc863f7996dfbcb2434fd6de4e.jpg, 1, 0
armas--1550-_jpg.rf.2f088f691e83610ab2c823c076dffa2d.jpg, 0, 1
armas--771-_jpg.rf.2f931e8b4df880393a3692b4231ed737.jpg, 0, 1
armas--336-_jpg.rf.2ec112958c7172ddcc7481b2176c7007.jpg, 0, 1
online4_jpg.rf.2f7f79b34d82a0782e6e5109e5fb873c.jpg, 1, 0
DefenseKnifeAttack0451_jpg.rf.2f25fc2288118f6ce1a66e57fd8e7ea4.jpg, 1, 0
armas--1060-_jpg.rf.2f012c9103eebb47da4baecb70a73820.jpg, 0, 1
armas--1908-_jpg.rf.3026585bd3c93b262e642c9a3df9a5e4.jpg, 0, 1
armas--370-_jpg.rf.304b2119efa2c030f49bff69d9e74e12.jpg, 0, 1
knife_1172_jpg.rf.2ef29265027bb4e76ccf2dcf0cde594c.jpg, 1, 0
armas--2229-_jpg.rf.2f861b90279f91ad51f362caf7f64133.jpg, 0, 1
knife_104_jpg.rf.2fa95b10876e502a867ea84a99d7940a.jpg, 1, 0
knife_484_jpg.rf.304ea034cb384d11f6b2895daa4445e1.jpg, 1, 0
knife_725_jpg.rf.2faa8174df3a3eaaf73b17de4a6834d2.jpg, 1, 0
armas--968-_jpg.rf.2ff0f1e3e670b9f01a5c8c06ba1e3b60.jpg, 0, 1
pistol--25-_jpg.rf.30cf021332e325137cae1b74487cf2d7.jpg, 0, 1
armas--1664-_jpg.rf.3060ff93e113bbe498f297adf9d178ef.jpg, 0, 1
knife_184_jpg.rf.2f9111934ec878eaa5107b4d2c606284.jpg, 1, 0
armas--926-_jpg.rf.3061f8a8a63c41b4ebdc58d6cf2c8ea8.jpg, 0, 1
armas--1672-_jpg.rf.2fbaf542c457eecc8f354a7972db79f6.jpg, 0, 1
armas--2110-_jpg.rf.30989c25f882951a40b017a5ef67de3a.jpg, 0, 1
armas--190-_jpg.rf.300c9647eae0f62398983828f89b8257.jpg, 0, 1
DefenseKnifeAttack0475_jpg.rf.3037d46a961e8ab0c8ba821158c2d81d.jpg, 1, 0
knife_273_jpg.rf.311aa0ab54865b35ee29ccfdde8b1d7c.jpg, 1, 0
armas--474-_jpg.rf.2fda28b5cf376f00f1da9a4505c990dd.jpg, 0, 1
armas--2016-_jpg.rf.2f73a3984fa99833ed73d2939adbfc8e.jpg, 0, 1
armas--2225-_jpg.rf.30d4f96f314796b129d1cdb98f12c69c.jpg, 0, 1
KravMagaTraining20072_jpg.rf.3155a128ad324dd42cb84f77a140c478.jpg, 1, 0
armas--2541-_jpg.rf.312f642fd6eef4ca0ec39046356202f8.jpg, 0, 1
DefenseKnifeAttack1312_jpg.rf.3116c43f748b144b1f56c991ff0d2440.jpg, 1, 0
armas--1937-_jpg.rf.3140cff81d13c1eb3b45c272ea8cba48.jpg, 0, 1
knife_63_jpg.rf.310f4191bcf6aeeafb86b6c71c507568.jpg, 1, 0
knife_31_jpg.rf.311c28e6610d547a2c383d4c333627c2.jpg, 1, 0
armas--194-_jpg.rf.316de5ac0448089290e6412934c6853f.jpg, 0, 1
knife--10-_jpg.rf.31a33e53a2f4dc5c372e4f31990c8ddb.jpg, 1, 0
sharpenKnife200_jpg.rf.3135cc1a6629a1ee994acdb7ad1b47bd.jpg, 1, 0
KravMagaKnifeDefenseTechniques170_jpg.rf.319180493c29c4a859a2acf8b325bdd4.jpg, 1, 0
sharpenKnife180_jpg.rf.30d73fda35d248f3780c3c8a5040c301.jpg, 1, 0
armas--23-_jpg.rf.3134f1ab2631d59e1f12b9e7e4cb0b18.jpg, 0, 1
armas--531-_jpg.rf.314d870af89fe3bc1c0e7a259a7d37ab.jpg, 0, 1
KravMagaTraining258_jpg.rf.31d95552d574f43a860a0c23a8e90f0e.jpg, 1, 0
knife_451_jpg.rf.31847d05fc48c5cb6b8bc1e11ffb2b0a.jpg, 1, 0
armas--574-_jpg.rf.31c78473a3550930a73f0eb8356e1615.jpg, 0, 1
DefenseKnifeAttack0166_jpg.rf.326c3362cd2d9cda9d0c0899fa6061a6.jpg, 1, 0
knife_1043_jpg.rf.30fa8500a3b4abe2501e3fc3f6b5b3d2.jpg, 1, 0
armas--542-_jpg.rf.31b08a44654f418a7d159cf4af568718.jpg, 0, 1
armas--716-_jpg.rf.319637887a9d41b9c990978bd83cef2f.jpg, 0, 1
armas--2625-_jpg.rf.31d2564910d902be39abebee052f9d35.jpg, 0, 1
armas--2970-_jpg.rf.32394cc4474cd9515980cc5b7187a48a.jpg, 0, 1
knife_1177_jpg.rf.31eb004a30118dbe16785b48d61d723d.jpg, 1, 0
knife_583_jpg.rf.323e3cdd6504ca9670363c3ec5516bac.jpg, 1, 0
armas--50-_jpg.rf.32475fd39456ecd5b42d491d620498ba.jpg, 0, 1
armas--1385-_jpg.rf.314e7108528fb7aa18483837aebd9782.jpg, 0, 1
armas--2285-_jpg.rf.31bf91c40074cc643639a4812863b63a.jpg, 0, 1
armas--2051-_jpg.rf.324b1265dcda35843ce9b94e9e89a6f0.jpg, 0, 1
armas--217-_jpg.rf.31939a218c107055b8d4dfa74b2781c9.jpg, 0, 1
armas--69-_jpg.rf.326db550ff12229283bf5b63ccd05a72.jpg, 0, 1
armas--736-_jpg.rf.31fd2e595d91fcf418259a8e7f0768a2.jpg, 0, 1
knife_339_jpg.rf.31ae5cbd035db379d22ad6ba60f74fd2.jpg, 1, 0
armas--2564-_jpg.rf.32672667169b9cb836c5bdd224a8da79.jpg, 0, 1
knife_285_jpg.rf.32b23dce9138d74fa0ee786c598ddb38.jpg, 1, 0
sharpenKnife030_jpg.rf.32f245677399a29967022623dc4c29b2.jpg, 1, 0
knife_81_jpg.rf.33136a005332f992c700897f7c667aaf.jpg, 1, 0
armas--1534-_jpg.rf.32d958c42ad93c502a6d53d6c654e317.jpg, 0, 1
